deflettore,sorpresa
sconcertato,rabbia
Balk,rabbia
impuntato,rabbia
bang,gioia
battute,gioia
caserma,gioia
bash,paura
timidamente,paura
be_on_cloud_nin,gioia
be_on_cloud_nine,gioia
trave,gioia
raggiante,gioia
battere,sorpresa
becharm,gioia
bedevil,rabbia
begrudg,rabbia
begrudge,rabbia
begrudging,rabbia
beguil,gioia
ingannare,gioia
ingannato,gioia
belliger,rabbia
belligeranza,rabbia
belligeranza,rabbia
bellicoso,rabbia
bellicoso,rabbia
appartengono,gioia
appartenenza,gioia
benef,gioia
benefico,gioia
Beneficiati,gioia
la beneficenza,gioia
benefica,gioia
Benefici,gioia
beneficamente,gioia
Benevol,gioia
la benevolenza,gioia
benevolo,gioia
benevolmente,gioia
bereav,tristezza
lutto,tristezza
priva,tristezza
besot,sorpresa
Bewild,sorpresa
disorientare,sorpresa
bewitch,gioia
ammaliante,gioia
amaro,rabbia
l'amarezza,rabbia
blith,gioia
allegramente,gioia
blitheness,gioia
blu,tristezza
blue_devil,tristezza
blue_devils,tristezza
Bode,paura
boding,paura
bonheur,gioia
foro,tristezza
annoiato,tristezza
fastidio,rabbia
bothersom,rabbia
fastidio,rabbia
cuore spezzato,tristezza
rottura di cuore,tristezza
nidiata,rabbia
fratello,gioia
la fratellanza,gioia
brotherlik,gioia
fraterno,gioia
fraterno,gioia
browbeaten,paura
Bulli,paura
vittima di bullismo,paura
buoyanc,gioia
galleggiamento,gioia
calf_lov,gioia
calf_love,gioia
captiv,gioia
affascinare,gioia
affascinato,gioia
accattivante,gioia
captivation,gioia
Captur,gioia
la cattura,gioia
la cura,gioia
carefre,gioia
spensierato,gioia
spensieratezza,gioia
la cura,gioia
cast_down,tristezza
cattura,gioia
strofinio,rabbia
pula,gioia
charg,gioia
carica,gioia
Charit,gioia
caritatevole,gioia
fascino,gioia
Charmed,gioia
allegria,gioia
cheer_up,gioia
allegro,gioia
allegramente,gioia
allegria,gioia
cheeri,gioia
tifo,gioia
triste,tristezza
sconsolata,tristezza
cheerlessness,tristezza
allegro,gioia
brivido,paura
agghiacciante,paura
chirk_up,gioia
choler,rabbia
collerica,rabbia
churn_up,disgusto
class_feel,rabbia
class_feeling,rabbia
scogliera-hang,paura
scogliera-hang,gioia
scogliera impiccagione,paura
cliff-hanging,gioia
vicino,gioia
vicinanza,gioia
coldhearted,paura
coldheartedness,paura
conforto,gioia
confortevole,gioia
comodità,gioia
comodamente,gioia
conforto,gioia
commend,gioia
lodevole,gioia
compat,gioia
compatibilità,gioia
compatibile,gioia
compatibilmente,gioia
complac,gioia
compiacenza,gioia
compiacenza,gioia
compiacente,gioia
compunct,tristezza
compunzione,tristezza
preoccupazione,gioia
congratul,gioia
congratularsi,gioia
Consol,gioia
console,gioia
constern,paura
costernazione,paura
contemn,rabbia
contento,gioia
accontentato,gioia
contentezza,gioia
contrit,tristezza
contrita,tristezza
contrito,tristezza
contriteness,tristezza
contrizione,tristezza
Covet,rabbia
avari,rabbia
covetously,rabbia
cupidigia,rabbia
mucca,paura
intimidito,paura
cower,paura
crawl,paura
creep,paura
brividi,paura
cring,paura
rabbrividire,paura
crucifi,rabbia
crocifiggere,rabbia
crudele,paura
cruelli,paura
crudelmente,paura
cruelti,paura
la crudeltà,paura
cotta,gioia
peli,rabbia
buio,tristezza
dash,paura
daunt,paura
stordimento,sorpresa
stordito,sorpresa
deprimere,tristezza
gioia,gioia
felice,gioia
Demor,tristezza
demoralis,tristezza
demoralizzante,tristezza
demoralizzazione,tristezza
demoralizzare,tristezza
demoralizzato,tristezza
demoralizzante,tristezza
deplor,tristezza
deplorevole,tristezza
deplorevolmente,tristezza
deprimere,tristezza
depresso,tristezza
deprimente,tristezza
depressione,tristezza
depressiva,tristezza
desol,tristezza
desolato,tristezza
desolazione,tristezza
la disperazione,tristezza
disperazione,tristezza
despis,rabbia
despisal,rabbia
disprezzo,rabbia
disprezzo,rabbia
despit,rabbia
despiteful,rabbia
abbattersi,tristezza
sconforto,tristezza
sconforto,tristezza
depresso,tristezza
despondently,tristezza
detesto,rabbia
detestare,disgusto
detestabili,disgusto
detestabile,disgusto
detestation,rabbia
diavolo,rabbia
devot,gioia
devoto,gioia
dedizione,gioia
devozione,gioia
diffid,paura
diffidenza,paura
diffidente,paura
diffidenza,paura
dingi,tristezza
squallido,tristezza
disperato,paura
direful,paura
disconsol,tristezza
sconsolata,tristezza
disconsolateness,tristezza
discourag,rabbia
discourag,tristezza
scoraggiato,rabbia
scoraggiato,tristezza
disprezzo,rabbia
disgusto,disgusto
disgustato,disgusto
disgustato,disgusto
disgustful,disgusto
disgustoso,disgusto
disgustosamente,disgusto
dishearten,tristezza
sfiduciati,tristezza
sconfortante,tristezza
triste,tristezza
sgomento,paura
sgomento,tristezza
scoraggiare,tristezza
scoraggiati,tristezza
dispiritedness,tristezza
scoraggiante,tristezza
displeas,rabbia
dispiacere,rabbia
Contrariato,rabbia
spiacevole,rabbia
displeasingly,rabbia
displeasur,rabbia
dispiacere,rabbia
distast,disgusto
di cattivo gusto,disgusto
distastefully,disgusto
angoscia,tristezza
in difficoltà,tristezza
Dole,tristezza
dolente,tristezza
dolefully,tristezza
dolefulness,tristezza
dolor,tristezza
dolorosa,tristezza
dolour,tristezza
dolourous,tristezza
verso il basso,tristezza
bassi,tristezza
downheart,tristezza
downhearted,tristezza
scoramento,tristezza
oppressi,tristezza
grigia,tristezza
terrore,paura
temuta,paura
terribile,paura
terribilmente,paura
drear,tristezza
dreari,tristezza
triste,tristezza
dudgeon,rabbia
stupefatto,sorpresa
sbalordito,sorpresa
dumfound,sorpresa
interdetto,sorpresa
dun,rabbia
dysphor,tristezza
disforia,tristezza
disforico,tristezza
ansioso,gioia
con entusiasmo,gioia
entusiasmo,gioia
ebulli,gioia
esuberante,gioia
ebulliently,gioia
Elan,gioia
Elat,gioia
elate,gioia
euforico,gioia
elating,gioia
euforia,gioia
incoraggiare,gioia
Emot,gioia
emotiva,gioia
empatico,gioia
empathet,gioia
empatico,gioia
empaticamente,gioia
empathi,gioia
empatica,gioia
l'empatia,gioia
enamor,gioia
innamorato,gioia
enamoredness,gioia
enamour,gioia
incantare,gioia
incantevole,gioia
incantesimo,gioia
endear,gioia
affettuosamente,gioia
enfuri,rabbia
enfuriate,rabbia
godere,gioia
enmiti,rabbia
ostilità,rabbia
enrag,rabbia
infuriato,rabbia
enragement,rabbia
incantare,gioia
incollato alla sedia,gioia
coinvolgente,gioia
enthrallment,gioia
l'entusiasmo,gioia
appassionato,gioia
entusiasta,gioia
con entusiasmo,gioia
Entranc,gioia
ingresso,gioia
trance,gioia
estasiante,gioia
ENVI,rabbia
enviabl,rabbia
invidiabile,rabbia
invidiabile,rabbia
invidioso,rabbia
invidia,rabbia
invidia,rabbia
l'invidia,rabbia
autostima,gioia
Euphor,gioia
Euphori,gioia
euforia,gioia
euforizzante,gioia
euforico,gioia
il male,rabbia
exacerb,rabbia
aggravare,rabbia
esaltano,gioia
exasper,rabbia
esasperare,rabbia
esasperante,rabbia
esasperazione,rabbia
excit,gioia
eccitazione,gioia
emozionante,gioia
execr,rabbia
execr,tristezza
esecrabile,tristezza
execrate,rabbia
esecrazione,rabbia
exhilar,gioia
exhilarate,gioia
euforica,gioia
esilarante,gioia
Euforia,gioia
esortare,gioia
Expans,gioia
espansivo,gioia
aspetta,gioia
aspettativa,gioia
exuber,gioia
esuberanza,gioia
esuberante,gioia
esuberanza,gioia
esulta,gioia
esultante,gioia
esultanza,gioia
esultanza,gioia
esultanza,gioia
esultanza,gioia
Fanci,gioia
fantasia,gioia
fantast,sorpresa
fantastico,sorpresa
fascina,gioia
affascinare,gioia
affascinante,gioia
fascino,gioia
favore,gioia
favorevole,gioia
favorevolmente,gioia
favore,gioia
favorevole,gioia
favorevolmente,gioia
fulvo,paura
paura,paura
paura,paura
paurosamente,paura
paura,paura
fearsom,paura
temibile,paura
fed_up,disgusto
feeling_of_ident,gioia
feeling_of_identity,gioia
fellow_feel,gioia
fellow_feeling,gioia
festal,gioia
festiv,gioia
festa,gioia
in forma,rabbia
flabbergast,sorpresa
sbalordito,sorpresa
flummox,sorpresa
flush,gioia
fond,gioia
fond_regard,gioia
con affetto,gioia
affetto,gioia
forebod,paura
presentimento,paura
derelitto,tristezza
forlornly,tristezza
desolazione,tristezza
fallo,disgusto
Fratern,gioia
fraterna,gioia
amico,gioia
friendli,gioia
amicizia,gioia
amichevole,gioia
paura,paura
spaventare,paura
frighten_away,paura
frighten_off,paura
spaventato,paura
spaventosa,paura
spaventosamente,paura
spaventosa,paura
frustrat,rabbia
vanificare,rabbia
frustrato,rabbia
frustrante,rabbia
frustrazione,rabbia
compiere,gioia
compiere,gioia
realizzazione,gioia
realizzazione,gioia
furi,rabbia
furioso,rabbia
furiosamente,rabbia
la furia,rabbia
gaieti,gioia
l'allegria,gioia
Gala,gioia
Gall,rabbia
irritante,rabbia
gay,gioia
gayli,gioia
allegramente,gioia
ottenere,sorpresa
get_at,rabbia
get_down,tristezza
get_to,rabbia
giving_protect,gioia
giving_protection,gioia
contento,gioia
gladden,gioia
allietato,gioia
gladfulness,gioia
contentezza,gioia
gladsom,gioia
gladsome,gioia
gladsomeness,gioia
Glee,gioia
allegro,gioia
gleefulli,gioia
allegramente,gioia
gleefulness,gioia
gongolare,gioia
gongolante,gioia
gloatingly,gioia
tristezza,tristezza
gloomful,tristezza
gloomi,tristezza
gloomili,tristezza
cupo,tristezza
malinconia,tristezza
glooming,tristezza
cupa,tristezza
triste,tristezza
godforsaken,tristezza
bene,gioia
good_wil,gioia
good_will,gioia
goodwil,gioia
l'avviamento,gioia
Grabbi,rabbia
grabby,rabbia
presa,rabbia
afferrare,rabbia
gratifi,gioia
gratificare,gioia
gratificante,gioia
gratifyingly,gioia
la ghiaia,rabbia
ghiaia,sorpresa
grande,gioia
greedi,rabbia
avidi,rabbia
verde-ey,rabbia
dagli occhi verdi,rabbia
verde-eyed_monst,rabbia
verde-eyed_monster,rabbia
il dolore,tristezza
addolorato,tristezza
griev,tristezza
grievanc,rabbia
risentimento,rabbia
afflitti,tristezza
lutto,tristezza
grave,tristezza
gravemente,tristezza
triste,tristezza
grizzl,rabbia
grizzle,rabbia
grovel,paura
grudg,rabbia
rancore,rabbia
riluttante,rabbia
senso di colpa,tristezza
guilt_feel,tristezza
guilt_feelings,tristezza
guilt_trip,tristezza
guilti,tristezza
colpevole,tristezza
guilty_consci,tristezza
guilty_conscience,tristezza
gusto,gioia
Hackl,rabbia
hackles,rabbia
hangdog,paura
hangdog,tristezza
sfortunato,tristezza
happi,gioia
happili,gioia
fortunatamente,gioia
la felicità,gioia
felice,gioia
Molestare,rabbia
Molestare,tristezza
molestati,rabbia
molestie,rabbia
hardheart,paura
cuore duro,paura
hardheartedness,paura
harri,rabbia
tormentato,rabbia
odio,rabbia
odioso,rabbia
odiosamente,rabbia
HATR,rabbia
l'odio,rabbia
cuore,gioia
heartach,tristezza
angoscia,tristezza
crepacuore,tristezza
straziante,tristezza
bruciore di stomaco,rabbia
heartburning,rabbia
hearten,gioia
senza cuore,paura
spietatamente,paura
spietatezza,paura
heartrend,tristezza
straziante,tristezza
heartsick,tristezza
heartsickness,tristezza
heavyheart,tristezza
heavyhearted,tristezza
heavyheartedness,tristezza
impotente,tristezza
impotenza,tristezza
hero_worship,gioia
hesit,paura
esitazione,paura
titubanza,paura
esitante,paura
esitante,paura
orrendo,disgusto
orrendo,paura
orribilmente,paura
high_dudgeon,rabbia
high_spirit,gioia
high_spirits,gioia
alto lo spirito,gioia
high-spirited,gioia
ilare,gioia
Hilari,gioia
esilarante,gioia
esilarante,gioia
ilarità,gioia
horrend,paura
orrendo,paura
horribl,paura
orribile,paura
orribilmente,paura
orribile,paura
horridly,paura
horrif,paura
horrifi,paura
orribile,paura
orrore,paura
horrify,paura
orribile,paura
spaventosamente,paura
orrore,disgusto
orrore,paura
inorridita,paura
inorridita,paura
hostil,rabbia
ostile,rabbia
ostile,rabbia
l'ostilità,rabbia
ululato,sorpresa
ululando,sorpresa
huffi,rabbia
huffili,rabbia
stizzosamente,rabbia
huffiness,rabbia
huffish,rabbia
huffishness,rabbia
huffy,rabbia
hyster,paura
isteria,paura
isterica,paura
istericamente,paura
identif,gioia
identificazione,gioia
l'identificazione,gioia
identificare,gioia
ill_temp,rabbia
ill_temper,rabbia
ill_wil,rabbia
ill_will,rabbia
impressionare,gioia
in_awe_of,sorpresa
Incens,rabbia
l'incenso,rabbia
incensato,rabbia
indign,rabbia
indignato,rabbia
indignato,rabbia
l'indignazione,rabbia
infatu,gioia
infatuazione,gioia
infuri,rabbia
infuriare,rabbia
infuriato,rabbia
esasperante,rabbia
infuriation,rabbia
insouci,gioia
spensieratezza,gioia
inspir,gioia
inspire,gioia
interessi,gioia
intimaci,gioia
intimità,gioia
intimid,paura
intimidire,paura
intimidito,paura
l'intimidazione,paura
intox,gioia
inebriare,gioia
irasc,rabbia
irascibility,rabbia
irascibili,rabbia
ire,rabbia
irrit,rabbia
irritare,rabbia
irritata,rabbia
irritante,rabbia
irritazione,rabbia
geloso,rabbia
jealousi,rabbia
gelosamente,rabbia
la gelosia,rabbia
scherzosa,gioia
jocularity,gioia
giocondo,gioia
jocundity,gioia
Jolli,gioia
jolliti,gioia
allegria,gioia
jolly,gioia
jolly_along,gioia
jolly_up,gioia
gioviale,gioia
giovialità,gioia
gioia,gioia
gioiosa,gioia
con gioia,gioia
gioia,gioia
priva di gioia,tristezza
senza gioia,tristezza
joylessness,tristezza
gioiosa,gioia
gioiosamente,gioia
gioia,gioia
Jubil,gioia
giubilo,gioia
jubilancy,gioia
giubilante,gioia
giubilante,gioia
Jubilate,gioia
esultanza,gioia
jump_for_joy,gioia
appassionato,gioia
acume,gioia
calcio,gioia
ragazzo,gioia
genere,gioia
kindheart,gioia
buon cuore,gioia
kindheartedness,gioia
gentilmente,gioia
lachrymos,tristezza
lachrymose,tristezza
carico,tristezza
lamento,tristezza
purtroppo,tristezza
laudabl,gioia
lodevolmente,gioia
lift_up,gioia
spensierato,gioia
spensieratezza,gioia
lightsom,gioia
lightsomeness,gioia
likabl,gioia
simpatico,gioia
piacere,gioia
piacevole,gioia
simpatica,gioia
simpatia,gioia
live_up_to,gioia
livido,rabbia
lividity,rabbia
lividamente,rabbia
restio,rabbia
restio,disgusto
detesto,rabbia
disgusto,rabbia
loathly,disgusto
loathsom,disgusto
ripugnante,disgusto
loneli,tristezza
la solitudine,tristezza
A lungo fac,tristezza
faccia lunga,tristezza
look_for,gioia
look_to,gioia
look_up_to,gioia
lorn,tristezza
amore,gioia
lovesom,gioia
lovesome,gioia
amorevole,gioia
con amore,gioia
amorevolezza,gioia
bassa,tristezza
basso lo spirito,tristezza
basso-spirited,tristezza
basso spiritedness,tristezza
loyalti,gioia
fedeltà,gioia
pazza,rabbia
Madden,rabbia
impazziti,rabbia
esasperante,rabbia
la follia,rabbia
malef,rabbia
malefica,rabbia
malvagità,rabbia
malevol,rabbia
malevolenza,rabbia
malevolo,rabbia
malevolenza,rabbia
malico,rabbia
malizia,rabbia
Malici,rabbia
dannoso,rabbia
maliziosamente,rabbia
malizia,rabbia
maligna,rabbia
malignità,rabbia
Marvel,sorpresa
meravigliosamente,sorpresa
meraviglioso,sorpresa
meravigliosamente,sorpresa
Melanchol,tristezza
melancholi,tristezza
malinconiche,tristezza
malinconia,tristezza
spietata,paura
spietatezza,paura
Merri,gioia
merrili,gioia
allegramente,gioia
allegria,gioia
allegro,gioia
ilarità,gioia
mirthful,gioia
mirthfully,gioia
allegrezza,gioia
Misanthrop,rabbia
misanthropi,rabbia
misanthropic,rabbia
misantropo,rabbia
la misantropia,rabbia
miser,tristezza
infelice,tristezza
miseramente,tristezza
miseri,tristezza
la miseria,tristezza
misfortun,tristezza
sfortunati,tristezza
misocainea,rabbia
misogami,rabbia
misogamia,rabbia
misogyn,rabbia
misogyni,rabbia
misogino,rabbia
misoginia,rabbia
la misoginia,rabbia
misolog,rabbia
misology,rabbia
Mison,rabbia
misoneismo,rabbia
misopedia,rabbia
mostruosa,paura
mostruosamente,paura
lutto,tristezza
triste,tristezza
tristemente,tristezza
mestizia,tristezza
lutto,tristezza
mossa,gioia
omicidio,rabbia
mortalmente,rabbia
omicida,rabbia
mystifi,sorpresa
mistificare,sorpresa
nark,rabbia
nausea,disgusto
nauseat,disgusto
nauseate,disgusto
nausea,disgusto
nausea,disgusto
nausea,disgusto
nei pressi,gioia
nettl,rabbia
ortica,rabbia
irritato,rabbia
nettlesom,rabbia
nettlesome,rabbia
nigh,gioia
noisom,disgusto
noisome,disgusto
nonplus,sorpresa
obscen,disgusto
osceni,disgusto
occupi,gioia
occupare,gioia
odiosa,disgusto
odiously,disgusto
odium,rabbia
offendere,rabbia
offens,rabbia
offens,disgusto
offesa,rabbia
offensivo,disgusto
offering_protect,gioia
offering_protection,gioia
opprimere,rabbia
opprimere,tristezza
oppressi,tristezza
l'oppressione,tristezza
opprimente,tristezza
opprimente,tristezza
oppressiveness,tristezza
outrag,rabbia
outrag,paura
indignazione,rabbia
oltraggiato,rabbia
scandaloso,paura
overjeal,rabbia
overjealous,rabbia
Pall,paura
panico,paura
panic_attack,paura
in preda al panico,paura
preso dal panico,paura
panick,paura
in preda al panico,paura
panicki,paura
in preda al panico,paura
parziale,gioia
parzialità,gioia
Pathet,tristezza
patetico,tristezza
Peev,rabbia
irritata,rabbia
penanc,tristezza
la penitenza,tristezza
debole,gioia
Penit,tristezza
la penitenza,tristezza
penitente,tristezza
Penitenti,tristezza
penitentially,tristezza
contrita,tristezza
pep_up,gioia
perki,gioia
perkiness,gioia
perplex,sorpresa
persecut,rabbia
persecut,tristezza
perseguitare,rabbia
perseguitare,tristezza
perseguitati,tristezza
Peski,rabbia
fastidiosi,rabbia
Pester,rabbia
tormentato,rabbia
assillo,rabbia
pestifer,rabbia
pestifero,rabbia
pick_up,gioia
piqu,rabbia
pique,rabbia
piscio,rabbia
incazzato,rabbia
pietosa,tristezza
piti,tristezza
pitiabl,tristezza
pietosa,tristezza
pietoso,tristezza
spietata,paura
spietatezza,paura
pitying,tristezza
plaguey,rabbia
plaguy,rabbia
plaintiv,tristezza
lamentosa,tristezza
lamentoso,tristezza
plaintiveness,tristezza
suppliche,gioia
piacere,gioia
gradevole,gioia
poveri,tristezza
pout,rabbia
praiseworthili,gioia
lodevolmente,gioia
predilect,gioia
predilezione,gioia
preen,gioia
preferire,gioia
preferenza,gioia
prehensil,rabbia
prensili,rabbia
premonit,paura
premonizione,paura
presag,paura
presagio,paura
Presenti,paura
presentimento,paura
l'orgoglio,gioia
orgoglioso,gioia
proteggere,gioia
protettivo,gioia
protettivo,gioia
protettività,gioia
orgoglioso,gioia
con orgoglio,gioia
provok,rabbia
provocato,rabbia
puppy_lov,gioia
puppy_love,gioia
puzzl,sorpresa
puzzle,sorpresa
queasi,disgusto
nausea,disgusto
quick_temp,rabbia
quick_temper,rabbia
straccio,rabbia
rabbia,rabbia
rancore,rabbia
rancore,rabbia
rapport,gioia
rattl,sorpresa
crepitio,sorpresa
Il servizi,gioia
ricreare,gioia
Per quanto riguarda,gioia
rammarico,tristezza
rammarico,tristezza
rejoic,gioia
gioite,gioia
gioia,gioia
gusto,gioia
remors,tristezza
il rimorso,tristezza
rimorso,tristezza
rimorso,tristezza
respingere,disgusto
repellente,disgusto
repellente,disgusto
pentirsi,tristezza
il pentimento,tristezza
pentito,tristezza
pentito,tristezza
repugn,disgusto
ripugnanza,disgusto
ripugnante,disgusto
repuls,disgusto
respingere,disgusto
repulsione,disgusto
ripugnante,disgusto
ripugnante,disgusto
risentirsi,rabbia
risentimento,rabbia
con risentimento,rabbia
risentimento,rabbia
il rispetto,gioia
Revel,gioia
RevEng,rabbia
revengefully,rabbia
rivolta,disgusto
rivoltante,disgusto
revoltingly,disgusto
revuls,disgusto
repulsione,disgusto
Rile,rabbia
riled,rabbia
riottosi,gioia
sfrenatamente,gioia
Roil,rabbia
roiled,rabbia
romant,gioia
romantico,gioia
rue,tristezza
mesto,tristezza
ruefulli,tristezza
mestamente,tristezza
ruefulness,tristezza
corsa,gioia
Ruth,tristezza
ruthfulness,tristezza
spietata,paura
spietatezza,paura
triste,tristezza
rattristano,tristezza
triste,tristezza
purtroppo,tristezza
tristezza,tristezza
satiabl,gioia
satiable,gioia
satisfact,gioia
soddisfazione,gioia
satisfactori,gioia
satisfactorili,gioia
in modo soddisfacente,gioia
soddisfacente,gioia
soddisfatti,gioia
satisfiable,gioia
soddisfatto,gioia
soddisfare,gioia
soddisfacente,gioia
soddisfacente,gioia
spavento,paura
scare_away,paura
scare_off,paura
paura,paura
scarey,paura
Scari,paura
scarili,paura
spaventosamente,paura
paura,paura
scena,rabbia
Schadenfreude,gioia
Schadenfreude,gioia
punteggio,rabbia
disprezzo,rabbia
urlo,gioia
urla,gioia
see_r,rabbia
see_red,rabbia
auto-complac,gioia
auto-compiacimento,gioia
auto-sfiducia,paura
insicurezza,paura
auto-piti,tristezza
autocommiserazione,tristezza
rimorso,tristezza
auto-satisfact,gioia
auto-soddisfazione,gioia
auto-soddisfatti,gioia
soddisfatto di sé,gioia
ombra,paura
vergogna,tristezza
vergogna,tristezza
shamefac,tristezza
shamefaced,tristezza
shi,paura
shiveri,paura
brividi,paura
short_temp,rabbia
short_temper,rabbia
shudderi,paura
tremante,paura
timido,paura
shyli,paura
timidamente,paura
la timidezza,paura
malati,disgusto
sick_of,disgusto
ammalarsi,disgusto
nauseante,disgusto
disgustosamente,disgusto
nauseante,disgusto
compiaciuta,gioia
compiacimento,gioia
soft_spot,gioia
soft-ebollizione,gioia
coque,gioia
softheart,gioia
softhearted,gioia
softheartedness,gioia
Solac,gioia
conforto,gioia
cupo,tristezza
tristezza,tristezza
sooth,gioia
lenire,gioia
dolente,rabbia
Sorri,tristezza
il dolore,tristezza
dolorosa,tristezza
con dolore,tristezza
sorrowfulness,tristezza
dolente,tristezza
mi dispiace,tristezza
sorry_for,tristezza
Nonostante,rabbia
dispettoso,rabbia
spitefulness,rabbia
milza,rabbia
stage_fright,paura
barcollare,sorpresa
sconcertante,sorpresa
spezzatino,rabbia
stimul,gioia
stimolante,gioia
sciopero,gioia
stordire,sorpresa
Stung,rabbia
stordito,sorpresa
stupefact,sorpresa
stupore,sorpresa
stupefi,sorpresa
stupefatto,sorpresa
Stupeficium,sorpresa
stupefacente,sorpresa
stupido,sorpresa
stupifi,sorpresa
stupify,sorpresa
soffrire,tristezza
la sofferenza,tristezza
sulk,rabbia
Sulki,rabbia
scontrosità,rabbia
Sulky,rabbia
sunnita,gioia
sole,gioia
superbl,sorpresa
superbamente,sorpresa
surpris,sorpresa
sorpresa,sorpresa
sorpresa,sorpresa
surprisedly,sorpresa
sorprendente,sorpresa
sorprendentemente,sorpresa
suspens,paura
suspens,gioia
suspense,paura
suspense,gioia
suspense,paura
suspense,gioia
sospensivo,paura
sospensivo,gioia
sympathet,gioia
simpatica,gioia
con simpatia,gioia
sympathi,gioia
simpatia,gioia
Tantal,rabbia
stuzzicare,rabbia
capricci,rabbia
Tast,gioia
il gusto,gioia
lacrima,tristezza
lacrime,tristezza
pianto,tristezza
tè,rabbia
tè,gioia
Teased,gioia
prendere in giro,rabbia
temperamento,rabbia
tenero,gioia
la tenerezza,gioia
terribl,paura
terribile,paura
terrif,sorpresa
terrifi,paura
formidabile,sorpresa
terrifically,sorpresa
terrorizzato,paura
il terrore,paura
the_green-eyed_monst,rabbia
the_green-eyed_monster,rabbia
thirstili,gioia
assetato,gioia
emozione,gioia
Thunderstruck,sorpresa
TicKL,gioia
solletico,gioia
timida,paura
la timidezza,paura
timidamente,paura
timidness,paura
timor,paura
timorosa,paura
con timore,paura
timorousness,paura
tired_of,disgusto
titil,gioia
solleticare,gioia
titillati,gioia
eccitanti,gioia
eccitazione,gioia
togeth,gioia
Insieme,gioia
top,sorpresa
toppingly,sorpresa
tormento,rabbia
Tranc,gioia
trance,gioia
tremend,sorpresa
enorme,sorpresa
trepido,paura
trepidazione,paura
trepidly,paura
il trionfo,gioia
trionfo,gioia
trionfante,gioia
trionfante,gioia
trounc,sorpresa
trounce,sorpresa
turn_off,disgusto
Tyrann,tristezza
tirannica,tristezza
tirannico,tristezza
ugli,paura
brutto,paura
umbrag,rabbia
umbrage,rabbia
umbrageous,rabbia
unassert,paura
unassertive,paura
unassertively,paura
unassertiveness,paura
uncheer,tristezza
uncheerful,tristezza
uncheerfulness,tristezza
uneasili,paura
a disagio,paura
unhappi,tristezza
infelicità,tristezza
infelice,tristezza
scortesi,paura
Unsur,paura
dubbi,paura
unworri,gioia
unworried,gioia
sollevamento,gioia
uproari,gioia
strepitosa,gioia
uproariously,gioia
URG,gioia
stimolo,gioia
urge_on,gioia
Veng,rabbia
vengefully,rabbia
vendetta,rabbia
veleno,rabbia
Vex,rabbia
vexat,rabbia
vexati,rabbia
stizza,rabbia
vessatoria,rabbia
irritato,rabbia
irritante,rabbia
vile,disgusto
vindict,rabbia
vendicativa,rabbia
vendicativa,rabbia
vendetta,rabbia
walk_on_air,gioia
sguazzare,gioia
caldo,gioia
Warmheart,gioia
affettuosa,gioia
warmheartedness,gioia
